"Parasite.species","host_record_lcdb_nhm","host_sp_no_subsp","host_genus_lcdb_nhm","best_host_name"
"Hysterothylacium aduncum","Crenilabrus quinquemaculatus","Crenilabrus quinquemaculatus","Crenilabrus","Symphodus roissali"
"Hysterothylacium aduncum","Crenilabrus tinca","Crenilabrus tinca","Crenilabrus","Crenilabrus tinca"
"Hysterothylacium aduncum","Ctenolabrus rupestris","Ctenolabrus rupestris","Ctenolabrus","Ctenolabrus rupestris"
"Hysterothylacium aduncum","Cyclopterus lumpus","Cyclopterus lumpus","Cyclopterus","Cyclopterus lumpus"
"Hysterothylacium aduncum","Dicentrarchus labrax","Dicentrarchus labrax","Dicentrarchus","Dicentrarchus labrax"
"Hysterothylacium aduncum","Diplodus annularis","Diplodus annularis","Diplodus","Diplodus annularis"
"Hysterothylacium aduncum","Diplodus vulgaris","Diplodus vulgaris","Diplodus","Diplodus vulgaris"
"Hysterothylacium aduncum","Dissostichus eleginoides","Dissostichus eleginoides","Dissostichus","Dissostichus eleginoides"
"Hysterothylacium aduncum","Eleginus navaga","Eleginus navaga","Eleginus","Eleginus navaga"
"Hysterothylacium aduncum","Enchelyopus cimbrius","Enchelyopus cimbrius","Enchelyopus","Enchelyopus cimbrius"
"Hysterothylacium aduncum","Engraulis encrasicolus ponticus","Engraulis encrasicolus","Engraulis","Engraulis encrasicolus"
"Hysterothylacium aduncum","Engraulis japonicus","Engraulis japonicus","Engraulis","Engraulis japonicus"
"Hysterothylacium aduncum","Eopsetta jordani","Eopsetta jordani","Eopsetta","Eopsetta jordani"
"Hysterothylacium aduncum","Errex zachirus","Errex zachirus","Errex","Glyptocephalus zachirus"
"Hysterothylacium aduncum","Erythrops erythropthalma","Erythrops erythropthalma","Erythrops","Erythrops erythropthalma"
"Hysterothylacium aduncum","Esox lucius","Esox lucius","Esox","Esox lucius"
"Hysterothylacium aduncum","Etmopterus spinax","Etmopterus spinax","Etmopterus","Etmopterus spinax"
"Hysterothylacium aduncum","Eunoe sp.","Eunoe sp.","Eunoe","Eunoe sp."
"Hysterothylacium aduncum","Eutrigla gurnardus","Eutrigla gurnardus","Eutrigla","Eutrigla gurnardus"
"Hysterothylacium aduncum","Gadus capellanus","Gadus capellanus","Gadus","Gadus capellanus"
"Hysterothylacium aduncum","Gadus luscus","Gadus luscus","Gadus","Trisopterus luscus"
"Hysterothylacium aduncum","Gadus macrocephalus","Gadus macrocephalus","Gadus","Gadus macrocephalus"
"Hysterothylacium aduncum","Gadus morhua morhua","Gadus morhua","Gadus","Gadus morhua"
"Hysterothylacium aduncum","Gaidropsaurus argentatus","Gaidropsaurus argentatus","Gaidropsaurus","Gaidropsarus argentatus"
"Hysterothylacium aduncum","Gammarus duebeni","Gammarus duebeni","Gammarus","Gammarus duebeni"
"Hysterothylacium aduncum","Gammarus inaequicauda","Gammarus inaequicauda","Gammarus","Gammarus inaequicauda"
"Hysterothylacium aduncum","Gammarus locusta","Gammarus locusta","Gammarus","Gammarus locusta"
"Hysterothylacium aduncum","Gammarus salinus","Gammarus salinus","Gammarus","Gammarus salinus"
"Hysterothylacium aduncum","Gammarus sp.","Gammarus sp.","Gammarus","Gammarus sp."
"Hysterothylacium aduncum","Gammarus zaddachi","Gammarus zaddachi","Gammarus","Gammarus zaddachi"
"Hysterothylacium aduncum","Gattyana sp.","Gattyana sp.","Gattyana","Gattyana sp."
"Hysterothylacium aduncum","Genypterus brasiliensis","Genypterus brasiliensis","Genypterus","Genypterus brasiliensis"
"Hysterothylacium aduncum","Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","Glyptocephalus","Glyptocephalus cynoglossus"
"Hysterothylacium aduncum","Gobius cephalarges","Gobius cephalarges","Gobius","Neogobius melanostomus"
"Hysterothylacium aduncum","Gobius fluviatilis","Gobius fluviatilis","Gobius","Gobius fluviatilis"
"Hysterothylacium aduncum","Gobius niger","Gobius niger","Gobius","Gobius niger"
"Hysterothylacium aduncum","Gobius ophiocephalus","Gobius ophiocephalus","Gobius","Zosterisessor ophiocephalus"
"Hysterothylacium aduncum","Halobatrachus didactylus","Halobatrachus didactylus","Halobatrachus","Halobatrachus didactylus"
"Hysterothylacium aduncum","Harmothoe sp.","Harmothoe sp.","Harmothoe","Harmothoe sp."
"Hysterothylacium aduncum","Helicolenus dactylopterus","Helicolenus dactylopterus","Helicolenus","Helicolenus dactylopterus"
"Hysterothylacium aduncum","Hippoglossoides elassodon","Hippoglossoides elassodon","Hippoglossoides","Hippoglossoides elassodon"
"Hysterothylacium aduncum","Hippoglossoides platessoides","Hippoglossoides platessoides","Hippoglossoides","Hippoglossoides platessoides"
"Hysterothylacium aduncum","Hippoglossoides platessoides limandoides","Hippoglossoides platessoides","Hippoglossoides","Hippoglossoides platessoides"
"Hysterothylacium aduncum","Hippoglossus hippoglossus","Hippoglossus hippoglossus","Hippoglossus","Hippoglossus hippoglossus"
"Hysterothylacium aduncum","Hippoglossus stenolepis","Hippoglossus stenolepis","Hippoglossus","Hippoglossus stenolepis"
"Hysterothylacium aduncum","Homo sapiens","Homo sapiens","Homo","Homo sapiens"
"Hysterothylacium aduncum","Huso huso","Huso huso","Huso","Huso huso"
"Hysterothylacium aduncum","Hypomesus olidus","Hypomesus olidus","Hypomesus","Hypomesus olidus"
"Hysterothylacium aduncum","Hypomesus pretiosus","Hypomesus pretiosus","Hypomesus","Hypomesus pretiosus"
"Hysterothylacium aduncum","Hypomesus pretiosus japonicus","Hypomesus pretiosus","Hypomesus","Hypomesus pretiosus"
"Hysterothylacium aduncum","Idotea sp.","Idotea sp.","Idotea","Idotea sp."
"Hysterothylacium aduncum","Jaera rugicauda","Jaera rugicauda","Jaera","Jaera rugicauda"
"Hysterothylacium aduncum","Labrus bergylta","Labrus bergylta","Labrus","Labrus bergylta"
"Hysterothylacium aduncum","Lepidion eques","Lepidion eques","Lepidion","Lepidion eques"
"Hysterothylacium aduncum","Lepidonotus sp.","Lepidonotus sp.","Lepidonotus","Lepidonotus sp."
"Hysterothylacium aduncum","Lepidonotus squamata","Lepidonotus squamata","Lepidonotus","Lepidonotus squamatus"
"Hysterothylacium aduncum","Lepidorhombus boscii","Lepidorhombus boscii","Lepidorhombus","Lepidorhombus boscii"
"Hysterothylacium aduncum","Lepidorhombus whiffiagonis","Lepidorhombus whiffiagonis","Lepidorhombus","Lepidorhombus whiffiagonis"
"Hysterothylacium aduncum","Leuciscus idus","Leuciscus idus","Leuciscus","Leuciscus idus"
"Hysterothylacium aduncum","Limanda limanda","Limanda limanda","Limanda","Limanda limanda"
"Hysterothylacium aduncum","Liza aurata","Liza aurata","Liza","Chelon auratus"
"Hysterothylacium aduncum","Lophius piscatorius","Lophius piscatorius","Lophius","Lophius piscatorius"
"Hysterothylacium aduncum","Lota lota","Lota lota","Lota","Lota lota"
"Hysterothylacium aduncum","Lycodapus mandibularis","Lycodapus mandibularis","Lycodapus","Lycodapus mandibularis"
"Hysterothylacium aduncum","Lycodes vahli","Lycodes vahli","Lycodes","Lycodes vahlii"
"Hysterothylacium aduncum","Macrourus berglax","Macrourus berglax","Macrourus","Macrourus berglax"
"Hysterothylacium aduncum","Macrourus carinatus","Macrourus carinatus","Macrourus","Macrourus carinatus"
"Hysterothylacium aduncum","Macruronus novaezelandiae","Macruronus novaezelandiae","Macruronus","Macruronus novaezelandiae"
"Hysterothylacium aduncum","Mallotus villosus","Mallotus villosus","Mallotus","Mallotus villosus"
"Hysterothylacium aduncum","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Melanogrammus","Melanogrammus aeglefinus"
"Hysterothylacium aduncum","Merlangius merlangus euxinus","Merlangius merlangus","Merlangius","Merlangius merlangus"
"Hysterothylacium aduncum","Merluccius albidus","Merluccius albidus","Merluccius","Merluccius albidus"
"Hysterothylacium aduncum","Merluccius bilinearis","Merluccius bilinearis","Merluccius","Merluccius bilinearis"
"Hysterothylacium aduncum","Merluccius productus","Merluccius productus","Merluccius","Merluccius productus"
"Hysterothylacium aduncum","Microchirus variegatus","Microchirus variegatus","Microchirus","Microchirus variegatus"
"Hysterothylacium aduncum","Microstomus kitt","Microstomus kitt","Microstomus","Microstomus kitt"
"Hysterothylacium aduncum","Microstomus pacificus","Microstomus pacificus","Microstomus","Microstomus pacificus"
"Hysterothylacium aduncum","Mnemiopsis leidyi","Mnemiopsis leidyi","Mnemiopsis","Mnemiopsis leidyi"
"Hysterothylacium aduncum","Mnemiopsis mccradyi","Mnemiopsis mccradyi","Mnemiopsis","Mnemiopsis leidyi"
"Hysterothylacium aduncum","Molva dipterygia","Molva dipterygia","Molva","Molva dypterygia"
"Hysterothylacium aduncum","Molva dypterigia","Molva dypterigia","Molva","Molva dypterigia"
"Hysterothylacium aduncum","Mullus barbatus","Mullus barbatus","Mullus","Mullus barbatus"
"Hysterothylacium aduncum","Mullus barbatus ponticus","Mullus barbatus","Mullus","Mullus barbatus"
"Hysterothylacium aduncum","Mullus surmuletus","Mullus surmuletus","Mullus","Mullus surmuletus"
"Hysterothylacium aduncum","Myoxocephalus quadricornis","Myoxocephalus quadricornis","Myoxocephalus","Myoxocephalus quadricornis"
"Hysterothylacium aduncum","Mysis mixta","Mysis mixta","Mysis","Mysis mixta"
"Hysterothylacium aduncum","Mysis stenolepis","Mysis stenolepis","Mysis","Mysis stenolepis"
"Hysterothylacium aduncum","Nemipterus sp.","Nemipterus sp.","Nemipterus","Nemipterus sp."
"Hysterothylacium aduncum","Neogobius melanostomus","Neogobius melanostomus","Neogobius","Neogobius melanostomus"
"Hysterothylacium aduncum","Neogobius niger","Neogobius niger","Neogobius","Neogobius niger"
"Hysterothylacium aduncum","Nezumia bairdi","Nezumia bairdi","Nezumia","Nezumia bairdii"
"Hysterothylacium aduncum","Oblada melanura","Oblada melanura","Oblada","Oblada melanura"
"Hysterothylacium aduncum","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Oncorhynchus","Oncorhynchus gorbuscha"
"Hysterothylacium aduncum","Oncorhynchus keta","Oncorhynchus keta","Oncorhynchus","Oncorhynchus keta"
"Hysterothylacium aduncum","Oncorhynchus kisutch","Oncorhynchus kisutch","Oncorhynchus","Oncorhynchus kisutch"
"Hysterothylacium aduncum","Oncorhynchus masou","Oncorhynchus masou","Oncorhynchus","Oncorhynchus masou"
"Hysterothylacium aduncum","Oncorhynchus masu","Oncorhynchus masu","Oncorhynchus","Oncorhynchus masou"
"Hysterothylacium aduncum","Oncorhynchus nerka","Oncorhynchus nerka","Oncorhynchus","Oncorhynchus nerka"
"Hysterothylacium aduncum","Oncorhynchus sp.","Oncorhynchus sp.","Oncorhynchus","Oncorhynchus sp."
"Hysterothylacium aduncum","Onogadus argentatus","Onogadus argentatus","Onogadus","Gaidropsarus argentatus"
"Hysterothylacium aduncum","Osmerus eperlanus","Osmerus eperlanus","Osmerus","Osmerus eperlanus"
"Hysterothylacium aduncum","Osmerus eperlanus m. eperlanus","Osmerus eperlanus","Osmerus","Osmerus eperlanus"
"Hysterothylacium aduncum","Osmerus eperlanus m. spirinchus","Osmerus eperlanus","Osmerus","Osmerus eperlanus"
"Hysterothylacium aduncum","Osmerus mordax dentex","Osmerus mordax","Osmerus","Osmerus mordax"
"Hysterothylacium aduncum","Parahucho perryi","Parahucho perryi","Parahucho","Parahucho perryi"
"Hysterothylacium aduncum","Parophrys vetulus","Parophrys vetulus","Parophrys","Parophrys vetulus"
"Hysterothylacium aduncum","Perca fluviatilis","Perca fluviatilis","Perca","Perca fluviatilis"
"Hysterothylacium aduncum","Phocoena phocaena","Phocoena phocaena","Phocoena","Phocoena phocaena"
"Hysterothylacium aduncum","Pholis gunnellus","Pholis gunnellus","Pholis","Pholis gunnellus"
"Hysterothylacium aduncum","Phoxinus phoxinus","Phoxinus phoxinus","Phoxinus","Phoxinus phoxinus"
"Hysterothylacium aduncum","Phycis blennoides","Phycis blennoides","Phycis","Phycis blennoides"
"Hysterothylacium aduncum","Phycis chesteri","Phycis chesteri","Phycis","Phycis chesteri"
"Hysterothylacium aduncum","Platichthys flesus","Platichthys flesus","Platichthys","Platichthys flesus"
"Hysterothylacium aduncum","Platichthys flesus luscus","Platichthys flesus","Platichthys","Platichthys flesus"
"Hysterothylacium aduncum","Platichthys stellatus","Platichthys stellatus","Platichthys","Platichthys stellatus"
"Hysterothylacium aduncum","Platynereis australis","Platynereis australis","Platynereis","Platynereis australis"
"Hysterothylacium aduncum","Pleuronectes americanus","Pleuronectes americanus","Pleuronectes","Pseudopleuronectes americanus"
"Hysterothylacium aduncum","Pleuronectes ferrugineus","Pleuronectes ferrugineus","Pleuronectes","Limanda ferruginea"
"Hysterothylacium aduncum","Pleuronectes platessa","Pleuronectes platessa","Pleuronectes","Pleuronectes platessa"
"Hysterothylacium aduncum","Pleuronectes vetulus","Pleuronectes vetulus","Pleuronectes","Parophrys vetulus"
"Hysterothylacium aduncum","Pomatomus saltatrix","Pomatomus saltatrix","Pomatomus","Pomatomus saltatrix"
"Hysterothylacium aduncum","Pomatoschistus minutus","Pomatoschistus minutus","Pomatoschistus","Pomatoschistus minutus"
"Hysterothylacium aduncum","Psetta maeotica","Psetta maeotica","Psetta","Psetta maeotica"
"Hysterothylacium aduncum","Psetta maxima","Psetta maxima","Psetta","Scophthalmus maximus"
"Hysterothylacium aduncum","Pseudocaranx dentex","Pseudocaranx dentex","Pseudocaranx","Pseudocaranx dentex"
"Hysterothylacium aduncum","Raja clavata","Raja clavata","Raja","Raja clavata"
"Hysterothylacium aduncum","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Reinhardtius","Reinhardtius hippoglossoides"
"Hysterothylacium aduncum","Rhinochimaera atlantica","Rhinochimaera atlantica","Rhinochimaera","Rhinochimaera atlantica"
"Hysterothylacium aduncum","Rhinonemus cimbrius","Rhinonemus cimbrius","Rhinonemus","Enchelyopus cimbrius"
"Hysterothylacium aduncum","Sagitta sp.","Sagitta sp.","Sagitta","Sagitta sp."
"Hysterothylacium aduncum","Salmo gairdneri","Salmo gairdneri","Salmo","Oncorhynchus mykiss"
"Hysterothylacium aduncum","Salmo salar","Salmo salar","Salmo","Salmo salar"
"Hysterothylacium aduncum","Salmo trutta","Salmo trutta","Salmo","Salmo trutta"
"Hysterothylacium aduncum","Salvelinus alpinus","Salvelinus alpinus","Salvelinus","Salvelinus alpinus"
"Hysterothylacium aduncum","Salvelinus fontinalis","Salvelinus fontinalis","Salvelinus","Salvelinus fontinalis"
"Hysterothylacium aduncum","Salvelinus leucomaenis","Salvelinus leucomaenis","Salvelinus","Salvelinus leucomaenis"
"Hysterothylacium aduncum","Salvelinus malma","Salvelinus malma","Salvelinus","Salvelinus malma"
"Hysterothylacium aduncum","Salvelinus namaycush","Salvelinus namaycush","Salvelinus","Salvelinus namaycush"
"Hysterothylacium aduncum","Sarda sarda","Sarda sarda","Sarda","Sarda sarda"
"Hysterothylacium aduncum","Scomber australasicus","Scomber australasicus","Scomber","Scomber australasicus"
"Hysterothylacium aduncum","Scomber japonicus colias","Scomber japonicus","Scomber","Scomber japonicus"
"Hysterothylacium aduncum","Scomber scombrus","Scomber scombrus","Scomber","Scomber scombrus"
"Hysterothylacium aduncum","Scophthalmus maeoticus maeoticus","Scophthalmus maeoticus","Scophthalmus","Scophthalmus maeoticus"
"Hysterothylacium aduncum","Scophthalmus maximus","Scophthalmus maximus","Scophthalmus","Scophthalmus maximus"
"Hysterothylacium aduncum","Scophthalmus rhombus","Scophthalmus rhombus","Scophthalmus","Scophthalmus rhombus"
"Hysterothylacium aduncum","Sebastes aleutianus","Sebastes aleutianus","Sebastes","Sebastes aleutianus"
"Hysterothylacium aduncum","Sebastes alutus","Sebastes alutus","Sebastes","Sebastes alutus"
"Hysterothylacium aduncum","Sebastes brevispinnis","Sebastes brevispinnis","Sebastes","Sebastes brevispinis"
"Hysterothylacium aduncum","Sebastes caurinus","Sebastes caurinus","Sebastes","Sebastes caurinus"
"Hysterothylacium aduncum","Sebastes crameri","Sebastes crameri","Sebastes","Sebastes crameri"
"Hysterothylacium aduncum","Sebastes diploproa","Sebastes diploproa","Sebastes","Sebastes diploproa"
"Hysterothylacium aduncum","Sebastes elongatus","Sebastes elongatus","Sebastes","Sebastes elongatus"
"Hysterothylacium aduncum","Sebastes entomelas","Sebastes entomelas","Sebastes","Sebastes entomelas"
"Hysterothylacium aduncum","Sebastes fasciatus","Sebastes fasciatus","Sebastes","Sebastes fasciatus"
"Hysterothylacium aduncum","Sebastes flavidus","Sebastes flavidus","Sebastes","Sebastes flavidus"
"Hysterothylacium aduncum","Sebastes helvomaculatus","Sebastes helvomaculatus","Sebastes","Sebastes helvomaculatus"
"Hysterothylacium aduncum","Sebastes maliger","Sebastes maliger","Sebastes","Sebastes maliger"
"Hysterothylacium aduncum","Sebastes marinus","Sebastes marinus","Sebastes","Sebastes marinus"
"Hysterothylacium aduncum","Sebastes mentella","Sebastes mentella","Sebastes","Sebastes mentella"
"Hysterothylacium aduncum","Sebastes nebulosus","Sebastes nebulosus","Sebastes","Sebastes nebulosus"
"Hysterothylacium aduncum","Sebastes norvegicus","Sebastes norvegicus","Sebastes","Sebastes norvegicus"
"Hysterothylacium aduncum","Sebastes paucispinis","Sebastes paucispinis","Sebastes","Sebastes paucispinis"
"Hysterothylacium aduncum","Sebastes pinniger","Sebastes pinniger","Sebastes","Sebastes pinniger"
"Hysterothylacium aduncum","Sebastes proriger","Sebastes proriger","Sebastes","Sebastes proriger"
"Hysterothylacium aduncum","Sebastes reedi","Sebastes reedi","Sebastes","Sebastes reedi"
"Hysterothylacium aduncum","Sebastes ruberrimus","Sebastes ruberrimus","Sebastes","Sebastes ruberrimus"
"Hysterothylacium aduncum","Sebastes rubrivinctus","Sebastes rubrivinctus","Sebastes","Sebastes rubrivinctus"
"Hysterothylacium aduncum","Sebastes serranoides","Sebastes serranoides","Sebastes","Sebastes serranoides"
"Hysterothylacium aduncum","Sebastes variegatus","Sebastes variegatus","Sebastes","Sebastes variegatus"
"Hysterothylacium aduncum","Sebastes viviparus","Sebastes viviparus","Sebastes","Sebastes viviparus"
"Hysterothylacium aduncum","Sebastes zacentrus","Sebastes zacentrus","Sebastes","Sebastes zacentrus"
"Hysterothylacium aduncum","Sebastodes caurinus","Sebastodes caurinus","Sebastodes","Sebastes caurinus"
"Hysterothylacium aduncum","Serranus cabrilla","Serranus cabrilla","Serranus","Serranus cabrilla"
"Hysterothylacium aduncum","Serranus hepatus","Serranus hepatus","Serranus","Serranus hepatus"
"Hysterothylacium aduncum","Serranus scriba","Serranus scriba","Serranus","Serranus scriba"
"Hysterothylacium aduncum","Solea nasuta","Solea nasuta","Solea","Pegusa nasuta"
"Hysterothylacium aduncum","Solea vulgaris vulgaris","Solea vulgaris","Solea","Solea vulgaris"
"Hysterothylacium aduncum","Spicara sp.","Spicara sp.","Spicara","Spicara sp."
